,name,display_name,description
1720,dnovemcinctus_homolog_ensembl_gene,Armadillo gene stable ID,
1721,hgfemale_homolog_ds,dS with Naked mole-rat female,
1722,hcomes_homolog_goc_score,Tiger tail seahorse Gene-order conservation score,
1723,etelfairi_homolog_associated_gene_name,Lesser hedgehog tenrec gene name,
1724,oniloticus_homolog_associated_gene_name,Nile tilapia gene name,
1725,mleucophaeus_homolog_orthology_type,Drill homology type,
1726,lbergylta_homolog_goc_score,Ballan wrasse Gene-order conservation score,
1727,snp_strand,,
1728,sequence_end_phase,end phase,
1729,cfamiliaris_homolog_orthology_type,Dog homology type,
1730,lcanadensis_homolog_wga_coverage,Canada lynx Whole-genome alignment coverage,
1731,umaritimus_homolog_dn,dN with Polar bear,
1732,platipinna_homolog_ensembl_peptide,Sailfin molly protein or transcript stable ID,
1733,sscrofa_homolog_ds,dS with Pig,
1734,gmorhua_homolog_chrom_start,Cod chromosome/scaffold start (bp),
1735,dclupeoides_homolog_orthology_type,Denticle herring homology type,
1736,jjaculus_homolog_chrom_start,Lesser Egyptian jerboa chromosome/scaffold start (bp),
1737,cgcrigri_homolog_ds,dS with Chinese hamster CriGri,
1738,pkingsleyae_homolog_ensembl_gene,Paramormyrops kingsleyae gene stable ID,
1739,chircus_homolog_perc_id,%id. target Goat gene identical to query gene,
1740,sdumerili_homolog_chrom_start,Greater amberjack chromosome/scaffold start (bp),
1741,xmaculatus_homolog_perc_id_r1,%id. query gene identical to target Platyfish gene,
1742,tnigroviridis_homolog_ensembl_gene,Tetraodon gene stable ID,
1743,hsapiens_paralog_associated_gene_name,Human paralogue associated gene name,
1744,cporcellus_homolog_dn,dN with Guinea Pig,
1745,jjaculus_homolog_chromosome,Lesser Egyptian jerboa chromosome/scaffold name,
1746,sequence_type,,
1747,elucius_homolog_associated_gene_name,Northern pike gene name,
1748,5_utr_end,5' UTR end,
1749,sfasciatus_homolog_chrom_end,Jewelled blenny chromosome/scaffold end (bp),
1750,odegus_homolog_associated_gene_name,Degu gene name,
1751,tgelada_homolog_perc_id,%id. target Gelada gene identical to query gene,
1752,etelfairi_homolog_chrom_end,Lesser hedgehog tenrec chromosome/scaffold end (bp),
1753,snp_ensembl_CDS_length,,
1754,acalliptera_homolog_perc_id,%id. target Eastern happy gene identical to query gene,
1755,hsapiens_paralog_paralogy_confidence,"Human paralogy confidence [0 low, 1 high]",
1756,ccapucinus_homolog_subtype,Last common ancestor with Capuchin,
1757,mvitellinus_homolog_canonical_transcript_protein,Query protein or transcript ID,
1758,olhni_homolog_ensembl_gene,Japanese medaka HNI gene stable ID,
1759,umaritimus_homolog_chromosome,Polar bear chromosome/scaffold name,
1760,csyrichta_homolog_canonical_transcript_protein,Query protein or transcript ID,
1761,sbboliviensis_homolog_goc_score,Bolivian squirrel monkey Gene-order conservation score,
1762,ptaltaica_homolog_chromosome,Tiger chromosome/scaffold name,
1763,charengus_homolog_ensembl_peptide,Atlantic herring protein or transcript stable ID,
1764,lbergylta_homolog_subtype,Last common ancestor with Ballan wrasse,
1765,mpfuro_homolog_ensembl_peptide,Ferret protein or transcript stable ID,
1766,homologs_description,,
1767,mmusculus_homolog_chrom_start,Mouse chromosome/scaffold start (bp),
1768,neugenii_homolog_orthology_confidence,"Wallaby orthology confidence [0 low, 1 high]",
1769,scerevisiae_homolog_ensembl_gene,Saccharomyces cerevisiae gene stable ID,
1770,lchalumnae_homolog_ensembl_gene,Coelacanth gene stable ID,
1771,neugenii_homolog_subtype,Last common ancestor with Wallaby,
1772,sbboliviensis_homolog_wga_coverage,Bolivian squirrel monkey Whole-genome alignment coverage,
1773,sformosus_homolog_subtype,Last common ancestor with Asian bonytongue,
1774,mlucifugus_homolog_perc_id,%id. target Microbat gene identical to query gene,
1775,acarolinensis_homolog_chrom_start,Anole lizard chromosome/scaffold start (bp),
1776,sformosus_homolog_chromosome,Asian bonytongue chromosome/scaffold name,
1777,ptroglodytes_homolog_ensembl_peptide,Chimpanzee protein or transcript stable ID,
1778,chircus_homolog_chrom_end,Goat chromosome/scaffold end (bp),
1779,pabelii_homolog_associated_gene_name,Orangutan gene name,
1780,itridecemlineatus_homolog_canonical_transcript_protein,Query protein or transcript ID,
1781,tnigroviridis_homolog_goc_score,Tetraodon Gene-order conservation score,
1782,oaureus_homolog_chrom_start,Blue tilapia chromosome/scaffold start (bp),
1783,ccanadensis_homolog_goc_score,American beaver Gene-order conservation score,
1784,ecalabaricus_homolog_subtype,Last common ancestor with Reedfish,
1785,tnigroviridis_homolog_chrom_end,Tetraodon chromosome/scaffold end (bp),
1786,caperea_homolog_chromosome,Brazilian guinea pig chromosome/scaffold name,
1787,eelectricus_homolog_wga_coverage,Electric eel Whole-genome alignment coverage,
1788,shabroptila_homolog_orthology_confidence,"Kakapo orthology confidence [0 low, 1 high]",
1789,vpacos_homolog_chrom_end,Alpaca chromosome/scaffold end (bp),
1790,bsplendens_homolog_orthology_type,Siamese fighting fish homology type,
1791,hgfemale_homolog_chromosome,Naked mole-rat female chromosome/scaffold name,
1792,acalliptera_homolog_ensembl_peptide,Eastern happy protein or transcript stable ID,
1793,shabroptila_homolog_canonical_transcript_protein,Query protein or transcript ID,
1794,ggallus_homolog_perc_id_r1,%id. query gene identical to target Chicken gene,
1795,pcapensis_homolog_perc_id_r1,%id. query gene identical to target Hyrax gene,
1796,atestudineus_homolog_orthology_confidence,"Climbing perch orthology confidence [0 low, 1 high]",
1797,falbicollis_homolog_chrom_start,Flycatcher chromosome/scaffold start (bp),
1798,cgpicr_homolog_wga_coverage,Chinese hamster PICR Whole-genome alignment coverage,
1799,jhyemalis_homolog_subtype,Last common ancestor with Dark-eyed junco,
1800,pmbairdii_homolog_ensembl_gene,Northern American deer mouse gene stable ID,
1801,tguttata_homolog_goc_score,Zebra finch Gene-order conservation score,
1802,sfasciatus_homolog_chrom_start,Jewelled blenny chromosome/scaffold start (bp),
1803,sldorsalis_homolog_wga_coverage,Yellowtail amberjack Whole-genome alignment coverage,
1804,lcanadensis_homolog_perc_id,%id. target Canada lynx gene identical to query gene,
1805,csyrichta_homolog_associated_gene_name,Tarsier gene name,
1806,fheteroclitus_homolog_ds,dS with Mummichog,
1807,bbbison_homolog_ds,dS with American bison,
1808,pranga_homolog_canonical_transcript_protein,Query protein or transcript ID,
1809,anancymaae_homolog_orthology_type,Ma's night monkey homology type,
1810,lcoronata_homolog_perc_id,%id. target Blue-crowned manakin gene identical to query gene,
1811,sequence_som_canonical_transcript_id,,
1812,ptroglodytes_homolog_chrom_start,Chimpanzee chromosome/scaffold start (bp),
1813,applatyrhynchos_homolog_orthology_confidence,"Duck orthology confidence [0 low, 1 high]",
1814,mdomestica_homolog_wga_coverage,Opossum Whole-genome alignment coverage,
1815,xmaculatus_homolog_ensembl_gene,Platyfish gene stable ID,
1816,mdomestica_homolog_chrom_end,Opossum chromosome/scaffold end (bp),
1817,elucius_homolog_ds,dS with Northern pike,
1818,ipunctatus_homolog_perc_id,%id. target Channel catfish gene identical to query gene,
1819,sequence_gene_stable_id,,
1820,applatyrhynchos_homolog_chrom_start,Duck chromosome/scaffold start (bp),
1821,catys_homolog_subtype,Last common ancestor with Sooty mangabey,
1822,bihybrid_homolog_goc_score,Hybrid - Bos Indicus Gene-order conservation score,
1823,nleucogenys_homolog_perc_id_r1,%id. query gene identical to target Gibbon gene,
1824,amexicanus_homolog_dn,dN with Mexican tetra,
1825,sbboliviensis_homolog_ds,dS with Bolivian squirrel monkey,
1826,chircus_homolog_goc_score,Goat Gene-order conservation score,
1827,ttruncatus_homolog_ensembl_peptide,Dolphin protein or transcript stable ID,
1828,lafricana_homolog_goc_score,Elephant Gene-order conservation score,
1829,cjaponica_homolog_wga_coverage,Japanese quail Whole-genome alignment coverage,
1830,oaureus_homolog_orthology_confidence,"Blue tilapia orthology confidence [0 low, 1 high]",
1831,cldingo_homolog_orthology_type,Dingo homology type,
1832,cgchok1gshd_homolog_ds,dS with Chinese hamster CHOK1GS,
1833,oniloticus_homolog_goc_score,Nile tilapia Gene-order conservation score,
1834,munguiculatus_homolog_chrom_start,Mongolian gerbil chromosome/scaffold start (bp),
1835,bihybrid_homolog_subtype,Last common ancestor with Hybrid - Bos Indicus,
1836,tnigroviridis_homolog_dn,dN with Tetraodon,
1837,pvitticeps_homolog_canonical_transcript_protein,Query protein or transcript ID,
1838,smerianae_homolog_dn,dN with Argentine black and white tegu,
1839,dmelanogaster_homolog_orthology_confidence,"Drosophila melanogaster orthology confidence [0 low, 1 high]",
1840,mmusculus_homolog_chrom_end,Mouse chromosome/scaffold end (bp),
1841,gwilldenowi_homolog_orthology_type,Blunt-snouted clingfish homology type,
1842,mobidblite_start,MobiDB lite start,
1843,pranga_homolog_subtype,Last common ancestor with Indian glassy fish,
1844,acalliptera_homolog_chrom_start,Eastern happy chromosome/scaffold start (bp),
1845,hgfemale_homolog_associated_gene_name,Naked mole-rat female gene name,
1846,oaries_homolog_subtype,Last common ancestor with Sheep,
1847,dmelanogaster_homolog_dn,dN with Drosophila melanogaster,
1848,affy_hg_u133a,AFFY HG U133A probe,
1849,celegans_homolog_chrom_start,Caenorhabditis elegans chromosome/scaffold start (bp),
1850,loculatus_homolog_perc_id,%id. target Spotted gar gene identical to query gene,
1851,atestudineus_homolog_chrom_start,Climbing perch chromosome/scaffold start (bp),
1852,cmilii_homolog_orthology_type,Elephant shark homology type,
1853,percentage_gene_gc_content,Gene % GC content,Percentage gene GC content
1854,caperea_homolog_wga_coverage,Brazilian guinea pig Whole-genome alignment coverage,
1855,ppaniscus_homolog_perc_id_r1,%id. query gene identical to target Bonobo gene,
1856,cpbellii_homolog_orthology_confidence,"Painted turtle orthology confidence [0 low, 1 high]",
1857,oprinceps_homolog_ds,dS with Pika,
1858,structure_gene_id,,
1859,uniprotswissprot,UniProtKB/Swiss-Prot ID,
1860,falbicollis_homolog_orthology_type,Flycatcher homology type,
1861,ipunctatus_homolog_goc_score,Channel catfish Gene-order conservation score,
1862,lcalcarifer_homolog_ensembl_gene,Barramundi perch gene stable ID,
1863,atestudineus_homolog_goc_score,Climbing perch Gene-order conservation score,
1864,sbboliviensis_homolog_ensembl_peptide,Bolivian squirrel monkey protein or transcript stable ID,
1865,umaritimus_homolog_chrom_start,Polar bear chromosome/scaffold start (bp),
1866,external_synonym,Gene Synonym,
1867,cporcellus_homolog_orthology_type,Guinea Pig homology type,
1868,gaculeatus_homolog_canonical_transcript_protein,Query protein or transcript ID,
1869,ggallus_homolog_perc_id,%id. target Chicken gene identical to query gene,
1870,fcatus_homolog_dn,dN with Cat,
1871,agilent_wholegenome_4x44k_v2,AGILENT WholeGenome 4x44k v2 probe,
1872,pfam,Pfam ID,
1873,ppaniscus_homolog_chrom_end,Bonobo chromosome/scaffold end (bp),
1874,mochrogaster_homolog_subtype,Last common ancestor with Prairie vole,
1875,fdamarensis_homolog_perc_id_r1,%id. query gene identical to target Damara mole rat gene,
1876,vursinus_homolog_canonical_transcript_protein,Query protein or transcript ID,
1877,hcomes_homolog_orthology_confidence,"Tiger tail seahorse orthology confidence [0 low, 1 high]",
1878,rroxellana_homolog_subtype,Last common ancestor with Golden snub-nosed monkey,
1879,dnovaehollandiae_homolog_goc_score,Emu Gene-order conservation score,
1880,falbicollis_homolog_goc_score,Flycatcher Gene-order conservation score,
1881,mzebra_homolog_wga_coverage,Zebra mbuna Whole-genome alignment coverage,
1882,cgchok1gshd_homolog_canonical_transcript_protein,Query protein or transcript ID,
1883,ecaballus_homolog_orthology_confidence,"Horse orthology confidence [0 low, 1 high]",
1884,atestudineus_homolog_dn,dN with Climbing perch,
1885,lsdomestica_homolog_wga_coverage,Bengalese finch Whole-genome alignment coverage,
1886,mfascicularis_homolog_goc_score,Crab-eating macaque Gene-order conservation score,
1887,pdb,PDB ID,
1888,interpro_short_description,Interpro Short Description,InterPro Short Description
1889,hsapiens_paralog_ensembl_peptide,Human paralogue protein or transcript ID,
1890,ggallus_homolog_orthology_confidence,"Chicken orthology confidence [0 low, 1 high]",
1891,pcapensis_homolog_chromosome,Hyrax chromosome/scaffold name,
1892,mpfuro_homolog_chrom_end,Ferret chromosome/scaffold end (bp),
1893,smaximus_homolog_ds,dS with Turbot,
1894,somatic_clinical_significance,Clinical significance,
1895,csabaeus_homolog_orthology_confidence,"Vervet-AGM orthology confidence [0 low, 1 high]",
1896,sequence_genomic_coding_start,Genomic coding start,
1897,mdomestica_homolog_chromosome,Opossum chromosome/scaffold name,
1898,pformosa_homolog_canonical_transcript_protein,Query protein or transcript ID,
1899,dnovemcinctus_homolog_chrom_start,Armadillo chromosome/scaffold start (bp),
1900,gene_exon_intron,,
1901,mmurdjan_homolog_canonical_transcript_protein,Query protein or transcript ID,
1902,coding_transcript_flank,,
1903,cporcellus_homolog_ds,dS with Guinea Pig,
1904,panubis_homolog_associated_gene_name,Olive baboon gene name,
1905,jjaculus_homolog_ensembl_peptide,Lesser Egyptian jerboa protein or transcript stable ID,
1906,lbergylta_homolog_chrom_start,Ballan wrasse chromosome/scaffold start (bp),
1907,malbus_homolog_perc_id_r1,%id. query gene identical to target Swamp eel gene,
1908,ecalabaricus_homolog_chromosome,Reedfish chromosome/scaffold name,
1909,prints_start,Prints start,
1910,ecaballus_homolog_chromosome,Horse chromosome/scaffold name,
1911,structure_rank,,
1912,preticulata_homolog_chrom_end,Guppy chromosome/scaffold end (bp),
1913,structure_peptide_version,,
1914,ecalabaricus_homolog_chrom_start,Reedfish chromosome/scaffold start (bp),
1915,pformosa_homolog_wga_coverage,Amazon molly Whole-genome alignment coverage,
1916,nvison_homolog_associated_gene_name,American mink gene name,
1917,dnovemcinctus_homolog_orthology_type,Armadillo homology type,
1918,sequence_peptide_version,,
1919,vpacos_homolog_perc_id_r1,%id. query gene identical to target Alpaca gene,
1920,cabingdonii_homolog_dn,dN with Abingdon island giant tortoise,
1921,ggorilla_homolog_perc_id,%id. target Gorilla gene identical to query gene,
1922,sfasciatus_homolog_associated_gene_name,Jewelled blenny gene name,
1923,pkingsleyae_homolog_perc_id,%id. target Paramormyrops kingsleyae gene identical to query gene,
1924,xtropicalis_homolog_associated_gene_name,Tropical clawed frog gene name,
1925,elucius_homolog_wga_coverage,Northern pike Whole-genome alignment coverage,
1926,oaureus_homolog_ensembl_gene,Blue tilapia gene stable ID,
1927,mmmarmota_homolog_dn,dN with Alpine marmot,
1928,ampachon_homolog_dn,dN with Pachon cavefish,
1929,sequence_family,,
1930,bsplendens_homolog_chrom_end,Siamese fighting fish chromosome/scaffold end (bp),
1931,pformosa_homolog_ensembl_gene,Amazon molly gene stable ID,
1932,chembl,ChEMBL ID,
1933,snp_som_percentage_gc_content,,
1934,hgfemale_homolog_perc_id_r1,%id. query gene identical to target Naked mole-rat female gene,
1935,btaurus_homolog_associated_gene_name,Cow gene name,
1936,hcomes_homolog_ensembl_peptide,Tiger tail seahorse protein or transcript stable ID,
1937,ecalabaricus_homolog_associated_gene_name,Reedfish gene name,
1938,bbbison_homolog_goc_score,American bison Gene-order conservation score,
1939,somatic_minor_allele,Minor allele,
1940,mspicilegus_homolog_canonical_transcript_protein,Query protein or transcript ID,
1941,hmmpanther_start,PANTHER start,
1942,pnyererei_homolog_ensembl_gene,Makobe Island cichlid gene stable ID,
1943,lchalumnae_homolog_perc_id,%id. target Coelacanth gene identical to query gene,
1944,dnovemcinctus_homolog_chrom_end,Armadillo chromosome/scaffold end (bp),
1945,odegus_homolog_dn,dN with Degu,
1946,cgchok1gshd_homolog_perc_id,%id. target Chinese hamster CHOK1GS gene identical to query gene,
1947,pcoquereli_homolog_ensembl_gene,Coquerel's sifaka gene stable ID,
1948,pformosa_homolog_chromosome,Amazon molly chromosome/scaffold name,
1949,tnigroviridis_homolog_chrom_start,Tetraodon chromosome/scaffold start (bp),
1950,eaasinus_homolog_wga_coverage,Donkey Whole-genome alignment coverage,
1951,sbboliviensis_homolog_canonical_transcript_protein,Query protein or transcript ID,
1952,hsapiens_paralog_subtype,Paralogue last common ancestor with Human,
1953,acchrysaetos_homolog_perc_id_r1,%id. query gene identical to target Golden eagle gene,
1954,csemilaevis_homolog_perc_id_r1,%id. query gene identical to target Tongue sole gene,
1955,mauratus_homolog_subtype,Last common ancestor with Golden Hamster,
1956,nvison_homolog_chrom_start,American mink chromosome/scaffold start (bp),
1957,pvampyrus_homolog_chrom_end,Megabat chromosome/scaffold end (bp),
1958,somatic_mapweight,Mapweight,
1959,psimus_homolog_perc_id,%id. target Greater bamboo lemur gene identical to query gene,
1960,smaximus_homolog_subtype,Last common ancestor with Turbot,
1961,hhucho_homolog_perc_id,%id. target Huchen gene identical to query gene,
1962,cjaponica_homolog_chromosome,Japanese quail chromosome/scaffold name,
1963,cvariegatus_homolog_goc_score,Sheepshead minnow Gene-order conservation score,
1964,gagassizii_homolog_subtype,Last common ancestor with Agassiz's desert tortoise,
1965,ptaltaica_homolog_dn,dN with Tiger,
1966,ggallus_homolog_orthology_type,Chicken homology type,
1967,acarolinensis_homolog_perc_id_r1,%id. query gene identical to target Anole lizard gene,
1968,mzebra_homolog_subtype,Last common ancestor with Zebra mbuna,
1969,cporosus_homolog_chrom_start,Australian saltwater crocodile chromosome/scaffold start (bp),
1970,coding_end_offset,Coding end offset,
1971,mpahari_homolog_perc_id_r1,%id. query gene identical to target Shrew mouse gene,
1972,neugenii_homolog_canonical_transcript_protein,Query protein or transcript ID,
1973,omelastigma_homolog_ensembl_peptide,Indian medaka protein or transcript stable ID,
1974,elucius_homolog_ensembl_gene,Northern pike gene stable ID,
1975,hsapiens_paralog_chrom_start,Human paralogue chromosome/scaffold start (bp),
1976,capalliatus_homolog_ds,dS with Angola colobus,
1977,gmorhua_homolog_ensembl_gene,Cod gene stable ID,
1978,cpbellii_homolog_associated_gene_name,Painted turtle gene name,
1979,rroxellana_homolog_wga_coverage,Golden snub-nosed monkey Whole-genome alignment coverage,
1980,vpacos_homolog_canonical_transcript_protein,Query protein or transcript ID,
1981,vvulpes_homolog_orthology_confidence,"Red fox orthology confidence [0 low, 1 high]",
1982,choffmanni_homolog_ds,dS with Sloth,
1983,hsapiens_paralog_orthology_type,Human paralogue homology type,
1984,odegus_homolog_canonical_transcript_protein,Query protein or transcript ID,
1985,uamericanus_homolog_chrom_start,American black bear chromosome/scaffold start (bp),
1986,enaucrates_homolog_canonical_transcript_protein,Query protein or transcript ID,
1987,cldingo_homolog_ensembl_gene,Dingo gene stable ID,
1988,mdomestica_homolog_orthology_confidence,"Opossum orthology confidence [0 low, 1 high]",
1989,mzebra_homolog_canonical_transcript_protein,Query protein or transcript ID,
1990,psinensis_homolog_orthology_confidence,"Chinese softshell turtle orthology confidence [0 low, 1 high]",
1991,clanigera_homolog_associated_gene_name,Long-tailed chinchilla gene name,
1992,bmutus_homolog_orthology_type,Wild yak homology type,
1993,saurata_homolog_ensembl_peptide,Gilthead seabream protein or transcript stable ID,
1994,vursinus_homolog_perc_id_r1,%id. query gene identical to target Common wombat gene,
1995,cgobio_homolog_orthology_type,Channel bull blenny homology type,
1996,oniloticus_homolog_dn,dN with Nile tilapia,
1997,loculatus_homolog_chromosome,Spotted gar chromosome/scaffold name,
1998,pcoquereli_homolog_goc_score,Coquerel's sifaka Gene-order conservation score,
1999,eeuropaeus_homolog_goc_score,Hedgehog Gene-order conservation score,
2000,bmutus_homolog_ensembl_gene,Wild yak gene stable ID,
2001,gagassizii_homolog_dn,dN with Agassiz's desert tortoise,
2002,go,Dbprimary acc,
2003,ssalar_homolog_dn,dN with Atlantic salmon,
2004,gene3d_start,Gene3D start,
2005,somatic_source_description,Variant source description,
2006,oanatinus_homolog_ds,dS with Platypus,
2007,pkingsleyae_homolog_subtype,Last common ancestor with Paramormyrops kingsleyae,
2008,nleucogenys_homolog_chrom_start,Gibbon chromosome/scaffold start (bp),
2009,refseq_peptide_predicted,RefSeq peptide predicted ID,
2010,acitrinellus_homolog_canonical_transcript_protein,Query protein or transcript ID,
2011,spunctatus_homolog_perc_id_r1,%id. query gene identical to target Tuatara gene,
2012,gwilldenowi_homolog_ensembl_peptide,Blunt-snouted clingfish protein or transcript stable ID,
2013,gaculeatus_homolog_dn,dN with Stickleback,
2014,sbboliviensis_homolog_dn,dN with Bolivian squirrel monkey,
2015,trubripes_homolog_ensembl_gene,Fugu gene stable ID,
2016,ogarnettii_homolog_goc_score,Bushbaby Gene-order conservation score,
2017,fcatus_homolog_perc_id,%id. target Cat gene identical to query gene,
2018,cdromedarius_homolog_chrom_end,Arabian camel chromosome/scaffold end (bp),
2019,caperea_homolog_chrom_end,Brazilian guinea pig chromosome/scaffold end (bp),
2020,oaureus_homolog_perc_id,%id. target Blue tilapia gene identical to query gene,
2021,hsapiens_paralog_chrom_end,Human paralogue chromosome/scaffold end (bp),
2022,psimus_homolog_ensembl_gene,Greater bamboo lemur gene stable ID,
2023,pabelii_homolog_perc_id_r1,%id. query gene identical to target Orangutan gene,
2024,tguttata_homolog_ensembl_peptide,Zebra finch protein or transcript stable ID,
2025,mirbase_trans_name,miRBase transcript name ID,
2026,mpahari_homolog_orthology_type,Shrew mouse homology type,
2027,lbergylta_homolog_ds,dS with Ballan wrasse,
2028,cmilii_homolog_orthology_confidence,"Elephant shark orthology confidence [0 low, 1 high]",
2029,bsplendens_homolog_dn,dN with Siamese fighting fish,
2030,mzebra_homolog_chrom_start,Zebra mbuna chromosome/scaffold start (bp),
2031,mauratus_homolog_associated_gene_name,Golden Hamster gene name,
2032,trubripes_homolog_chrom_end,Fugu chromosome/scaffold end (bp),
2033,platipinna_homolog_ds,dS with Sailfin molly,
2034,signalp_start,Cleavage site (Signalp) start,
2035,ssalar_homolog_perc_id_r1,%id. query gene identical to target Atlantic salmon gene,
2036,fheteroclitus_homolog_ensembl_peptide,Mummichog protein or transcript stable ID,
2037,mlucifugus_homolog_perc_id_r1,%id. query gene identical to target Microbat gene,
2038,gwilldenowi_homolog_subtype,Last common ancestor with Blunt-snouted clingfish,
2039,mspicilegus_homolog_chrom_end,Steppe mouse chromosome/scaffold end (bp),
2040,pkingsleyae_homolog_goc_score,Paramormyrops kingsleyae Gene-order conservation score,
2041,bsplendens_homolog_orthology_confidence,"Siamese fighting fish orthology confidence [0 low, 1 high]",
2042,homologs_chromosome_name,,
2043,neugenii_homolog_chrom_start,Wallaby chromosome/scaffold start (bp),
2044,celegans_homolog_orthology_type,Caenorhabditis elegans homology type,
2045,tguttata_homolog_subtype,Last common ancestor with Zebra finch,
2046,anancymaae_homolog_chrom_start,Ma's night monkey chromosome/scaffold start (bp),
2047,uniparc,UniParc ID,
2048,gmorhua_homolog_canonical_transcript_protein,Query protein or transcript ID,
2049,sdumerili_homolog_wga_coverage,Greater amberjack Whole-genome alignment coverage,
2050,pcoquereli_homolog_orthology_confidence,"Coquerel's sifaka orthology confidence [0 low, 1 high]",
2051,dordii_homolog_chrom_start,Kangaroo rat chromosome/scaffold start (bp),
2052,eaasinus_homolog_chrom_end,Donkey chromosome/scaffold end (bp),
2053,version,Version (gene),
2054,vpacos_homolog_dn,dN with Alpaca,
2055,csabaeus_homolog_perc_id_r1,%id. query gene identical to target Vervet-AGM gene,
2056,odegus_homolog_subtype,Last common ancestor with Degu,
2057,applatyrhynchos_homolog_ensembl_gene,Duck gene stable ID,
2058,cjacchus_homolog_ensembl_peptide,Marmoset protein or transcript stable ID,
2059,structure_5_utr_start,,
2060,platipinna_homolog_dn,dN with Sailfin molly,
2061,umaritimus_homolog_ensembl_peptide,Polar bear protein or transcript stable ID,
2062,cjacchus_homolog_chrom_end,Marmoset chromosome/scaffold end (bp),
2063,bmutus_homolog_perc_id_r1,%id. query gene identical to target Wild yak gene,
2064,saurata_homolog_wga_coverage,Gilthead seabream Whole-genome alignment coverage,
2065,affy_hg_u95a,AFFY HG U95A probe,
2066,ptaltaica_homolog_orthology_confidence,"Tiger orthology confidence [0 low, 1 high]",
2067,pabelii_homolog_orthology_type,Orangutan homology type,
2068,saraneus_homolog_subtype,Last common ancestor with Shrew,
2069,sscrofa_homolog_chrom_start,Pig chromosome/scaffold start (bp),
2070,ssalar_homolog_ensembl_peptide,Atlantic salmon protein or transcript stable ID,
2071,mlucifugus_homolog_ds,dS with Microbat,
2072,lcalcarifer_homolog_subtype,Last common ancestor with Barramundi perch,
2073,marmatus_homolog_associated_gene_name,Zig-zag eel gene name,
2074,pabelii_homolog_wga_coverage,Orangutan Whole-genome alignment coverage,
2075,eburgeri_homolog_orthology_type,Hagfish homology type,
2076,ptephrosceles_homolog_chromosome,Ugandan red Colobus chromosome/scaffold name,
2077,ptephrosceles_homolog_goc_score,Ugandan red Colobus Gene-order conservation score,
2078,cgcrigri_homolog_ensembl_peptide,Chinese hamster CriGri protein or transcript stable ID,
2079,lcalcarifer_homolog_perc_id_r1,%id. query gene identical to target Barramundi perch gene,
2080,sequence_transcript_chrom_start,,
2081,tbelangeri_homolog_ds,dS with Tree Shrew,
2082,mspicilegus_homolog_perc_id,%id. target Steppe mouse gene identical to query gene,
2083,scerevisiae_homolog_goc_score,Saccharomyces cerevisiae Gene-order conservation score,
2084,acalliptera_homolog_goc_score,Eastern happy Gene-order conservation score,
2085,psimus_homolog_ensembl_peptide,Greater bamboo lemur protein or transcript stable ID,
2086,pnyererei_homolog_perc_id_r1,%id. query gene identical to target Makobe Island cichlid gene,
2087,eburgeri_homolog_ensembl_peptide,Hagfish protein or transcript stable ID,
2088,dclupeoides_homolog_orthology_confidence,"Denticle herring orthology confidence [0 low, 1 high]",
2089,munguiculatus_homolog_orthology_confidence,"Mongolian gerbil orthology confidence [0 low, 1 high]",
2090,rnorvegicus_homolog_associated_gene_name,Rat gene name,
2091,cintestinalis_homolog_associated_gene_name,C.intestinalis gene name,
2092,ocuniculus_homolog_orthology_confidence,"Rabbit orthology confidence [0 low, 1 high]",
2093,affy_u133_x3p,AFFY U133 X3P probe,
2094,eeuropaeus_homolog_ds,dS with Hedgehog,
2095,trubripes_homolog_perc_id_r1,%id. query gene identical to target Fugu gene,
2096,cgchok1gshd_homolog_ensembl_gene,Chinese hamster CHOK1GS gene stable ID,
2097,seg_start,Low complexity (Seg) start,
2098,xmaculatus_homolog_orthology_type,Platyfish homology type,
2099,sharrisii_homolog_chromosome,Tasmanian devil chromosome/scaffold name,
2100,fcatus_homolog_ensembl_peptide,Cat protein or transcript stable ID,
2101,trubripes_homolog_ensembl_peptide,Fugu protein or transcript stable ID,
2102,gaculeatus_homolog_chrom_start,Stickleback chromosome/scaffold start (bp),
2103,mgallopavo_homolog_orthology_confidence,"Turkey orthology confidence [0 low, 1 high]",
2104,ogarnettii_homolog_orthology_confidence,"Bushbaby orthology confidence [0 low, 1 high]",
2105,chircus_homolog_wga_coverage,Goat Whole-genome alignment coverage,
2106,cldingo_homolog_dn,dN with Dingo,
2107,mmusculus_homolog_ensembl_gene,Mouse gene stable ID,
2108,mspicilegus_homolog_orthology_confidence,"Steppe mouse orthology confidence [0 low, 1 high]",
2109,study_external_id,Study external reference,
2110,clanigera_homolog_orthology_confidence,"Long-tailed chinchilla orthology confidence [0 low, 1 high]",
2111,mspicilegus_homolog_dn,dN with Steppe mouse,
2112,pirsf_end,PIRSF end,
2113,odegus_homolog_chrom_end,Degu chromosome/scaffold end (bp),
2114,mmurinus_homolog_dn,dN with Mouse Lemur,
2115,choffmanni_homolog_ensembl_peptide,Sloth protein or transcript stable ID,
2116,external_transcript_name,Transcript name,
2117,uamericanus_homolog_canonical_transcript_protein,Query protein or transcript ID,
2118,ptroglodytes_homolog_chrom_end,Chimpanzee chromosome/scaffold end (bp),
2119,mleucophaeus_homolog_perc_id,%id. target Drill gene identical to query gene,
2120,olhsok_homolog_ensembl_peptide,Japanese medaka HSOK protein or transcript stable ID,
2121,shabroptila_homolog_goc_score,Kakapo Gene-order conservation score,
